CODIGO_DA_IES,NOME_DA_IES,SIGLA,CATEGORIA_DA_IES,COMUNITARIA,CONFESSIONAL,FILANTROPICA,ORGANIZACAO_ACADEMICA,CODIGO_MUNICIPIO_IBGE,MUNICIPIO,UF,SITUACAO_IES
22975,UNICORP FACULDADES,UNICORP,Privada,N,N,N,Faculdade,000000002507507,João Pessoa,PB,Ativa
190,ESCOLA DE MEDICINA SOUZA MARQUES DA FUNDAÇÃO TÉCNICO-EDUCACIONAL SOUZA MARQUES,EMSM,Privada,N,N,N,Faculdade,000000003304557,Rio de Janeiro,RJ,Ativa
4815,FACULDADE DE TECNOLOGIA SENAI NADIR DIAS DE FIGUEIREDO,null,Privada,N,N,N,Faculdade,000000003534401,Osasco,SP,Ativa
4,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Pública,N,N,N,Universidade,000000001302603,Manaus,AM,Ativa
3295,FACULDADE SENAC FLORIANÓPOLIS,SENAC FLORIANÓPOLIS,Privada,N,N,N,Faculdade,000000004205407,Florianópolis,SC,Ativa
700,FACULDADE DE EDUCAÇÃO DE ITABORAÍ,FEITA,Pública,N,N,N,Faculdade,000000003301900,Itaboraí,RJ,Ativa
5033,FACULDADE PRISMA,FAP,Privada,N,N,N,Faculdade,000000003143302,Montes Claros,MG,Extinta
659,FACULDADE DE CIÊNCIAS HUMANAS DO SUL PAULISTA,FACHI,Privada,N,N,N,Faculdade,000000003522406,Itapeva,SP,Extinta
1524,FACULDADE OLGA METTIG,FAMETTIG,Privada,N,N,N,Faculdade,000000002927408,Salvador,BA,Ativa
5352,FACULDADE DE CIÊNCIAS E TECNOLOGIA DE NATAL,FACITEN,Privada,N,N,N,Faculdade,000000002408102,Natal,RN,Extinta
24687,FACULDADE DE MEDICINA ESTÁCIO DE CASTANHAL,ESTÁCIO FMEC,Privada,N,N,N,Faculdade,000000001502400,Castanhal,PA,Ativa
452,CENTRO UNIVERSITÁRIO LUTERANO DE MANAUS,CEULM/ULBRA,Privada,N,S,N,Centro Universitário,000000001302603,Manaus,AM,Ativa
2200,FACULDADE VALE DO GORUTUBA,FAVAG,Privada,N,N,N,Faculdade,000000003145059,Nova Porteirinha,MG,Ativa
13630,ESCOLA SUPERIOR DO MINISTÉRIO PÚBLICO DA UNIÃO,ESMPU,Pública,N,N,N,Escola de Governo,000000005300108,Brasília,DF,Ativa
1690,FACULDADE DE SÃO VICENTE,FSV,Privada,N,N,N,Faculdade,000000003551009,São Vicente,SP,Ativa
25466,Faculdade de Ensino Jurídico de Vitória,FEJ,Privada,N,N,N,Faculdade,000000003205309,Vitória,ES,Ativa
482,UNIVERSIDADE DO EXTREMO SUL CATARINENSE,UNESC,Privada,S,N,N,Universidade,000000004204608,Criciúma,SC,Ativa
19586,FACULDADE UNITÀ,UNITÀ,Privada,N,N,N,Faculdade,000000003509502,Campinas,SP,Ativa
21691,Faculdade Pitágoras Belo Jardim,,Privada,N,N,N,Faculdade,000000002601706,Belo Jardim,PE,Extinta
15757,Faculdade de Tecnologia de Barueri,Fatec Barueri,Pública,N,N,N,Faculdade,000000003505708,Barueri,SP,Ativa
14342,FACULDADE REDENTOR DE CAMPOS,FACREDENTOR,Privada,N,N,N,Faculdade,000000003301009,Campos dos Goytacazes,RJ,Extinta
1292,Centro Universitário de Adamantina,FAI,Pública,N,N,N,Centro Universitário,000000003500105,Adamantina,SP,Ativa
3525,"FACULDADE EVANGÉLICA DE TECNOLOGIA, CIÊNCIAS E BIOTECNOLOGIA DA CGADB",FAECAD,Privada,N,N,N,Faculdade,000000003304557,Rio de Janeiro,RJ,Ativa
21537,Faculdade de Santo Ângelo,FASA,Privada,N,N,N,Faculdade,000000004317509,Santo Ângelo,RS,Ativa
21362,Faculdade Centro Oeste Catanduvas,FACOC,Privada,N,N,N,Faculdade,000000004204004,Catanduvas,SC,Ativa
1299,FACULDADES INTEGRADAS DE FERNANDÓPOLIS,FIFE,Privada,N,N,N,Faculdade,000000003515509,Fernandópolis,SP,Ativa
22441,FACULDADE Ensin.E,ENSIN.E,Privada,N,N,N,Faculdade,000000003136702,Juiz de Fora,MG,Ativa
1198,FACULDADE DE CIÊNCIAS SOCIAIS E APLICADAS DO PARANÁ,FACET,Privada,N,N,N,Faculdade,000000004106902,Curitiba,PR,Extinta
1918,Centro Universitário Univinte,null,Privada,N,N,N,Centro Universitário,000000004203956,Capivari de Baixo,SC,Ativa
24677,Faculdade FaCiencia,FaCiencia,Privada,N,N,N,Faculdade,000000004106902,Curitiba,PR,Ativa
18034,Centro de Ensino Superior Riograndense,CESURG,Privada,N,N,N,Faculdade,000000004320107,Sarandi,RS,Ativa
1601,FACULDADE CIDADE DE COROMANDEL,FCC,Privada,N,N,N,Faculdade,000000003119302,Coromandel,MG,Ativa
3609,FACULDADES INTEGRADAS IPITANGA,FACIIP,Privada,N,N,N,Faculdade,000000002919207,Lauro de Freitas,BA,Ativa
18133,Faculdade Unida de Campinas Goiânia - FACUNICAMPS GOIÂNIA,FACUNICAMPS,Privada,N,N,N,Faculdade,000000005208707,Goiânia,GO,Ativa
15611,Faculdade Tecnológica Latino Americana,FATLA,Privada,N,N,N,Faculdade,000000004314902,Porto Alegre,RS,Ativa
4446,FACULDADE CIDADE DE GUANHÃES - FACIG,FACIG,Privada,N,N,N,Faculdade,000000003128006,Guanhães,MG,Extinta
2548,"FACULDADE DE TEOLOGIA, FILOSOFIA E CIÊNCIAS HUMANAS GAMALIEL",FATEFIG,Privada,N,N,N,Faculdade,000000001508100,Tucuruí,PA,Ativa
4629,Faculdade Innovare,FACINN,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
281,CONSERVATÓRIO DRAMÁTICO MUSICAL SÃO PAULO,CDMSP,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Extinta
5591,FACULDADES INTEGRADAS CAMÕES,FICA,Privada,N,N,N,Faculdade,000000004106902,Curitiba,PR,Ativa
2334,FACULDADE CNEC RIO DAS OSTRAS,null,Privada,S,N,N,Faculdade,000000003304524,Rio das Ostras,RJ,Ativa
1743,FACULDADE DE TECNOLOGIA OSWALDO CRUZ,FATEC OSWALDO CRUZ,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
20100,Instituto Leya de Educação Superior,Leya,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Ativa
1446,CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN,UNIPLAN,Privada,N,N,N,Centro Universitário,000000005300108,Brasília,DF,Ativa
14892,FACULDADE DE CIÊNCIAS DA SAÚDE DE BARRETOS DR. PAULO PRATA,FACISB,Privada,N,N,N,Faculdade,000000003505500,Barretos,SP,Ativa
3456,FACULDADE POLITÉCNICA DE CAMPINAS,POLICAMP,Privada,N,N,N,Faculdade,000000003509502,Campinas,SP,Ativa
19255,Faculdade Pitágoras de Bom Jesus da Lapa,,Privada,N,N,N,Faculdade,000000002903904,Bom Jesus da Lapa,BA,Extinta
1733,FACULDADE DE ENSINO SUPERIOR DE MARECHAL CÂNDIDO RONDON,ISEPE  RONDON,Privada,N,N,N,Faculdade,000000004114609,Marechal Cândido Rondon,PR,Ativa
22470,Faculdade Universalis,FACSALIS,Privada,N,N,N,Faculdade,000000002800308,Aracaju,SE,Ativa
17628,Faculdade do Maciço do Baturité,FMB,Privada,N,N,N,Faculdade,000000002302107,Baturité,CE,Ativa
2626,FACULDADE DE COMUNICAÇÃO SOCIAL SANTA EFIGÊNIA,FACULDADE VEREDAS,Privada,N,N,N,Faculdade,000000003118304,Conselheiro Lafaiete,MG,Extinta
17348,Faculdade Alis de Itabirito,null,Privada,N,N,N,Faculdade,000000003131901,Itabirito,MG,Ativa
1656,INSTITUTO DE ENSINO SUPERIOR DE TERESINA,IEST,Privada,N,N,N,Faculdade,000000002211001,Teresina,PI,Ativa
10385,INSTITUTO SÃO PAULO DE ESTUDOS SUPERIORES,ITESP,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
1828,ESCOLA DA CIDADE - FACULDADE DE ARQUITETURA E URBANISMO,ESCOLA DA CIDADE,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
1231,FACULDADE CNEC SANTO ÂNGELO,null,Privada,S,N,N,Faculdade,000000004317509,Santo Ângelo,RS,Ativa
1598,CENTRO UNIVERSITÁRIO UNA DE UBERLÂNDIA,null,Privada,N,N,N,Centro Universitário,000000003170206,Uberlândia,MG,Ativa
11007,FACULDADE CENTRO OESTE DO PARANÁ,FACEOPAR,Privada,N,N,N,Faculdade,000000004113304,Laranjeiras do Sul,PR,Extinta
3162,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA",IFSC,Pública,N,N,N,"Instituto Federal de Educação, Ciência e Tecnologia",000000004205407,Florianópolis,SC,Ativa
2576,FACULDADE ANHANGUERA UNIDADE GUARAPARI,null,Privada,N,N,N,Faculdade,000000003202405,Guarapari,ES,Ativa
24255,Faculdade de Nova Mutum,UNIFAMA,Privada,N,N,N,Faculdade,000000005106224,Nova Mutum,MT,Ativa
23175,Escola Superior de Pouso Alegre,,Privada,N,N,N,Faculdade,000000003152501,Pouso Alegre,MG,Ativa
1493,CENTRO UNIVERSITÁRIO ALVES FARIA,UNIALFA,Privada,N,N,N,Centro Universitário,000000005208707,Goiânia,GO,Ativa
23000,Faculdade de Tecnologia e Ciências - FTC Caucaia,FTC Caucaia,Privada,N,N,N,Faculdade,000000002303709,Caucaia,CE,Ativa
20098,Faculdade Integração,FI,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
1119,"FACULDADE PLANALTO DE FILOSOFIA, CIÊNCIAS E LETRAS",FACPLAN,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Extinta
991,FACULDADE SENAI-CETIQT,SENAI-CETIQT,Privada,N,N,N,Faculdade,000000003304557,Rio de Janeiro,RJ,Ativa
20651,Faculdades IDAAM,IDAAM,Privada,N,N,N,Faculdade,000000001302603,Manaus,AM,Ativa
21896,FACULDADE MAURÍCIO DE NASSAU DE DIVINÓPOLIS,FMN DIVINÓPOLIS,Privada,N,N,N,Faculdade,000000003122306,Divinópolis,MG,Extinta
10020,INSTITUTO LOGOS DE EDUCAÇÃO SUPERIOR,ILES,Privada,N,N,N,Faculdade,000000002708402,São José da Tapera,AL,Extinta
2366,FACULDADE DE SISTEMAS DE INFORMAÇÃO DE PARAÍSO DO TOCANTINS,FSIP,Privada,N,N,N,Faculdade,000000001716109,Paraíso do Tocantins,TO,Extinta
475,FACULDADE DE MEDICINA DE PETRÓPOLIS,FMP,Privada,N,N,N,Faculdade,000000003303906,Petrópolis,RJ,Ativa
16918,FACULDADE CATÓLICA DE FEIRA DE SANTANA,,Privada,N,N,N,Faculdade,000000002910800,Feira de Santana,BA,Ativa
22266,Instituto de Desenvolvimento Tecnológico da FGV,FGV/IDT,Privada,N,N,N,Faculdade,000000003304557,Rio de Janeiro,RJ,Ativa
5503,FACULDADES COC DE BRASÍLIA,FACOCBR,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Extinta
4443,Faculdade Meridional de Ijuí,IMED,Privada,N,N,N,Faculdade,000000004310207,Ijuí,RS,Ativa
2854,FACULDADE CONHECER,FC,Privada,N,N,N,Faculdade,000000003204906,São Mateus,ES,Extinta
1455,FACULDADE SANTÍSSIMO SACRAMENTO,FSSS,Privada,N,N,N,Faculdade,000000002900702,Alagoinhas,BA,Ativa
24196,FACULDADE CLEBER LEITE - EAD,FCL - EAD,Privada,N,N,N,Faculdade,000000003547809,Santo André,SP,Ativa
22775,Faculdade Garça Branca Pantanal,FGB,Privada,N,N,N,Faculdade,000000005103403,Cuiabá,MT,Ativa
5357,FACULDADE DE CIÊNCIAS APLICADAS E TECNOLÓGICAS DO LITORAL SUL,null,Privada,N,N,N,Faculdade,000000003522109,Itanhaém,SP,Extinta
22748,FACULDADES FAMEP,FAMEP,Privada,N,N,N,Faculdade,000000002210508,São Pedro do Piauí,PI,Ativa
4748,FACULDADE DE BRUSQUE,null,Privada,N,N,N,Faculdade,000000004202909,Brusque,SC,Extinta
15833,FACULDADE 2001,,Privada,N,N,N,Faculdade,000000002611606,Recife,PE,Ativa
17400,Faculdade Menino Deus,FAMED,Privada,N,N,N,Faculdade,000000004314902,Porto Alegre,RS,Ativa
1882,FACULDADE DE ASSUNTOS ACADÊMICOS E CIENTÍFICOS MONSENHOR EDISSON VIEIRA LÍCIO,FAACI,Privada,N,N,N,Faculdade,000000003503802,Artur Nogueira,SP,Extinta
1079,FACULDADE MARINGÁ,CESPAR,Privada,N,N,N,Faculdade,000000004115200,Maringá,PR,Ativa
15428,Faculdade UNIRB - NATAL,F. UNIRB,Privada,N,N,N,Faculdade,000000002408102,Natal,RN,Ativa
17765,Faculdade Santa Maria,FASAMP,Privada,N,N,N,Faculdade,000000002108603,Pinheiro,MA,Ativa
19476,EMGE - ESCOLA DE ENGENHARIA,null,Privada,N,N,N,Faculdade,000000003106200,Belo Horizonte,MG,Ativa
3835,UNIVERSIDADE VIRTUAL DO ESTADO DO MARANHÃO,UNIVIMA,Pública,N,N,N,Universidade,000000002111300,São Luís,MA,Ativa
3921,CENTRO UNIVERSITÁRIO ARNALDO HORÁCIO FERREIRA,null,Privada,N,N,N,Centro Universitário,000000002919553,Luís Eduardo Magalhães,BA,Ativa
22028,Faculdade CTA,CTA,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
1958,Centro Universitário SENAI Blumenau,null,Privada,N,N,N,Centro Universitário,000000004202404,Blumenau,SC,Ativa
665,UNIVERSIDADE DE TAUBATÉ,UNITAU,Pública,N,N,N,Universidade,000000003554102,Taubaté,SP,Ativa
17587,Faculdade Humboldt,FH,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Extinta
12523,Faculdade da Serra Gaúcha de Bento Gonçalves,null,Privada,N,N,N,Faculdade,000000004302105,Bento Gonçalves,RS,Ativa
5078,FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA,null,Pública,N,N,N,Universidade,000000004202008,Balneário Camboriú,SC,Extinta
432,FACULDADE PARANAENSE,FACCAR,Privada,N,N,N,Faculdade,000000004122404,Rolândia,PR,Ativa
20606,Faculdade de Tecnologia e Ciências,FTC Juazeiro,Privada,N,N,N,Faculdade,000000002918407,Juazeiro,BA,Ativa
17854,Centro Universitário Unifecaf,null,Privada,N,N,N,Faculdade,000000003552809,Taboão da Serra,SP,Ativa
4582,FACULDADE CENTRO SUL DO PARANÁ,FACSPAR,Privada,N,N,N,Faculdade,000000004125605,São Mateus do Sul,PR,Extinta
25148,Escola Superior de Educação e Negócios,ESN,Privada,N,N,N,Faculdade,000000003529005,Marília,SP,Ativa
21636,FACULDADE TERRA BRASILIS,,Privada,N,N,N,Faculdade,000000005100359,Alto Boa Vista,MT,Ativa
13764,FACULDADE DE TECNOLOGIA DE AMPÉRE,FAMPERTEC,Privada,N,N,N,Faculdade,000000004101002,Ampére,PR,Extinta
1420,FACULDADES DE DRACENA,null,Privada,N,N,N,Faculdade,000000003514403,Dracena,SP,Ativa
22462,FACULDADE UNIRB - CIDADE DE FORTALEZA,F. UNIRB,Privada,N,N,N,Faculdade,000000002304400,Fortaleza,CE,Ativa
4732,Faculdade de Tecnologia e Inovação Senac DF,null,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Ativa
2082,FACULDADE DE CIÊNCIAS MÉDICAS DA PARAÍBA,FCM-PB,Privada,N,N,N,Faculdade,000000002507507,João Pessoa,PB,Ativa
5520,FACULDADE CATHEDRAL,FACES,Privada,N,N,N,Faculdade,000000001400100,Boa Vista,RR,Ativa
1521,FACULDADE ESTÁCIO DE BELÉM - ESTÁCIO BELÉM,ESTÁCIO BELÉM,Privada,N,N,N,Faculdade,000000001501402,Belém,PA,Ativa
446,UNIVERSIDADE DE CRUZ ALTA,UNICRUZ,Privada,S,N,N,Universidade,000000004306106,Cruz Alta,RS,Ativa
14208,Faculdade Presidente Antônio Carlos de Lagoa dos Patos,FUNEES,Privada,N,N,N,Faculdade,000000003137304,Lagoa dos Patos,MG,Extinta
3979,FACULDADE DE BAURU,-,Privada,N,N,N,Faculdade,000000003506003,Bauru,SP,Extinta
11807,Istituto Europeo di Design,IED SP,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
25712,FACULDADE CESPU EUROPA BRASIL,FACCE,Privada,N,N,N,Faculdade,000000002607901,Jaboatão dos Guararapes,PE,Ativa
25441,Faculdade Paulista de Bem Estar e Saúde,,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
2332,Faculdade Ibero Americana de São Paulo,FIASP,Privada,N,N,N,Faculdade,000000003538808,Piraju,SP,Ativa
3187,INSTITUTO SUPERIOR DE EDUCAÇÃO CORAÇÃO DE JESUS,ISECJ,Privada,N,N,N,Faculdade,000000003169406,Três Pontas,MG,Extinta
4983,FACULDADE IBRA DE TECNOLOGIA,FACULDADE FITEC,Privada,N,N,N,Faculdade,000000003549904,São José dos Campos,SP,Ativa
18072,Faculdade de Direito TECH de São Paulo,FADITECH,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
1797,FACULDADES LONDRINA,null,Privada,N,N,N,Faculdade,000000004113700,Londrina,PR,Ativa
793,Centro Universitário Estácio de São Paulo,ESTÁCIO SÃO PAULO,Privada,N,N,N,Centro Universitário,000000003550308,São Paulo,SP,Ativa
14098,Faculdade Presidente Antônio Carlos de Almenara,FUNEC Almenara,Privada,N,N,N,Faculdade,000000003101706,Almenara,MG,Extinta
848,FACULDADE PARAIBANA DE PROCESSAMENTO DE DADOS,FPPD,Privada,N,N,N,Faculdade,000000002507507,João Pessoa,PB,Extinta
1510,CENTRO UNIVERSITÁRIO ESTÁCIO DE SANTA CATARINA - ESTÁCIO SANTA CATARINA,null,Privada,N,N,N,Centro Universitário,000000004216602,São José,SC,Ativa
22084,Faculdade FACUMINAS de Pós-Graduação EAD,FACUMINAS EAD,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
19780,Faculdade Pitágoras Unopar de Guanambi,FPG,Privada,N,N,N,Faculdade,000000002911709,Guanambi,BA,Ativa
22939,Faculdade de Tecnologia de Araraquara,FATEC ARQ,Pública,N,N,N,Faculdade,000000003503208,Araraquara,SP,Ativa
24055,FACULDADE FASIPE DE PRIMAVERA,FFP,Privada,N,N,N,Faculdade,000000005107040,Primavera do Leste,MT,Ativa
18628,Faculdade Pitágoras de Luis Eduardo Magalhães,,Privada,N,N,N,Faculdade,000000002919553,Luís Eduardo Magalhães,BA,Ativa
19632,FACULDADE DAMA,,Privada,N,N,N,Faculdade,000000004203808,Canoinhas,SC,Ativa
2687,FACULDADE DOM ALBERTO,FDA,Privada,N,N,N,Faculdade,000000004316808,Santa Cruz do Sul,RS,Ativa
17224,Faculdade Cesmac do Sertão,CESMAC Sertão,Privada,N,N,N,Faculdade,000000002706307,Palmeira dos Índios,AL,Ativa
14097,FACULDADE REFIDIM,Refidim,Privada,N,N,N,Faculdade,000000004209102,Joinville,SC,Ativa
4396,CENTRO UNIVERSITÁRIO DE MINEIROS,UNIFIMES,Pública,N,N,N,Centro Universitário,000000005213103,Mineiros,GO,Ativa
4251,FACULDADE ANHANGUERA DE TECNOLOGIA DE BELO HORIZONTE,null,Privada,N,N,N,Faculdade,000000003106200,Belo Horizonte,MG,Ativa
4998,FACULDADE DE TECNOLOGIA INESUL DO PARANÁ,FIPAR,Privada,N,N,N,Faculdade,000000004106902,Curitiba,PR,Extinta
22578,FACULDADE CENSUPEG,,Privada,N,N,N,Faculdade,000000004209102,Joinville,SC,Ativa
481,Universidade Universus Veritas Guarulhos,Univeritas UNG,Privada,N,N,N,Universidade,000000003518800,Guarulhos,SP,Ativa
18065,CISNE - FACULDADE DE QUIXADÁ,CFQ,Privada,N,N,N,Faculdade,000000002311306,Quixadá,CE,Ativa
74,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE SÃO JOSÉ DO RIO PARDO,FFCL,Pública,N,N,N,Faculdade,000000003549706,São José do Rio Pardo,SP,Ativa
2056,FACULDADE DA ALTA PAULISTA,FAP,Privada,N,N,N,Faculdade,000000003555000,Tupã,SP,Ativa
308,CENTRO UNIVERSITÁRIO PRESIDENTE ANTÔNIO CARLOS,UNIPAC,Privada,N,N,N,Centro Universitário,000000003105608,Barbacena,MG,Ativa
5442,Faculdade Presidente Antônio Carlos de Nova Lima,null,Privada,N,N,N,Faculdade,000000003100104,Abadia dos Dourados,MG,Extinta
13828,FACULDADE ISEIB DE BELO HORIZONTE,FIBH,Privada,N,N,N,Faculdade,000000003106200,Belo Horizonte,MG,Ativa
1607,FACULDADE LUTERANA SÃO MARCOS,FALSM,Privada,N,N,N,Faculdade,000000004300604,Alvorada,RS,Ativa
918,CENTRO UNIVERSITÁRIO UNIVEL,null,Privada,N,N,N,Centro Universitário,000000004104808,Cascavel,PR,Ativa
21556,FACULDADE DE GOIANA,FAG,Privada,N,N,N,Faculdade,000000002606200,Goiana,PE,Ativa
11951,FACULDADE DO SERTÃO BAIANO,FASBE,Privada,N,N,N,Faculdade,000000002921500,Monte Santo,BA,Ativa
455,FACULDADE DE FORMAÇÃO DE PROFESSORES E ESPECIALISTAS DE EDUCAÇÃO,FAFOPEE,Privada,N,N,N,Faculdade,000000004303509,Camaquã,RS,Extinta
14218,Faculdade Presidente Antônio Carlos de Luminárias,FUNEES,Privada,N,N,N,Faculdade,000000003138708,Luminárias,MG,Extinta
14172,Faculdade Presidente Antônio Carlos de Poté,FUNEES Poté,Privada,N,N,N,Faculdade,000000003152402,Poté,MG,Extinta
1107,Centro Universitário Estácio do Ceará,Estácio Ceará,Privada,N,N,N,Centro Universitário,000000002304400,Fortaleza,CE,Ativa
3587,FACULDADE DIOCESANA SÃO JOSÉ,FADISI,Privada,N,N,N,Faculdade,000000001200401,Rio Branco,AC,Ativa
1014,INSTITUTO SUPERIOR E CENTRO EDUCACIONAL LUTERANO - BOM JESUS - IELUSC,BOM JESUS/IELUSC,Privada,S,N,N,Faculdade,000000004209102,Joinville,SC,Ativa
14095,FACULDADE DE TECNOLOGIA FUTURO,Fatec Futuro,Privada,N,N,N,Faculdade,000000004106902,Curitiba,PR,Ativa
24965,Faculdade de Tecnologia e Ciências de Campina Grande,FTC Camp Grande,Privada,N,N,N,Faculdade,000000002504009,Campina Grande,PB,Ativa
3204,FACULDADE UNIBRAS DO MATO GROSSO,FACBRAS,Privada,N,N,N,Faculdade,000000005107107,São José dos Quatro Marcos,MT,Ativa
18631,FACULDADE DO VALE DO RIO ARINOS,AJES,Privada,N,N,N,Faculdade,000000005105101,Juara,MT,Ativa
15873,Faculdade Itaquá,UNEITAQUÁ,Privada,N,N,N,Faculdade,000000003523107,Itaquaquecetuba,SP,Ativa
1811,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",IFG,Pública,N,N,N,"Instituto Federal de Educação, Ciência e Tecnologia",000000005208707,Goiânia,GO,Ativa
24676,Faculdade de Medicina de Ji-Paraná,,Privada,N,N,N,Faculdade,000000001100122,Ji-Paraná,RO,Ativa
3007,FACULDADE DO INSTITUTO NACIONAL DE PÓS-GRADUAÇÃO DE CAMPINAS,FAC. INPG - CAMPINAS,Privada,N,N,N,Faculdade,000000003509502,Campinas,SP,Extinta
3955,FACULDADES INTEGRADAS DE CATAGUASES,FIC,Privada,N,N,N,Faculdade,000000003115300,Cataguases,MG,Ativa
2351,FACULDADE ESPÍRITO SANTENSE DE CIÊNCIAS JURÍDICAS,PIO XII - DIR,Privada,N,N,N,Faculdade,000000003201308,Cariacica,ES,Ativa
19216,FACULDADE GOYAZES DO DISTRITO FEDERAL,FG-DF,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Extinta
4097,Centro Universitário Uniftec Bento Gonçalves,null,Privada,N,N,N,Centro Universitário,000000004302105,Bento Gonçalves,RS,Ativa
4199,Faculdade JK Brasília - Recanto das Emas II,null,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Extinta
24847,Faculdade de Tecnologia e Ciências de Teresina,FTC TERESINA,Privada,N,N,N,Faculdade,000000002211001,Teresina,PI,Ativa
1674,INSTITUTO SALESIANO DE FILOSOFIA,INSAF,Privada,N,N,N,Faculdade,000000002611606,Recife,PE,Extinta
423,UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,URI,Privada,S,N,N,Universidade,000000004307005,Erechim,RS,Ativa
2755,Centro Universitário Uniasselvi de Brusque,null,Privada,N,N,N,Centro Universitário,000000004202909,Brusque,SC,Ativa
910,FACULDADE SANTA LÚCIA,FCACSL,Privada,N,N,N,Faculdade,000000003530805,Moji Mirim,SP,Ativa
1058,Centro Universitário Estácio da Bahia,Estácio Bahia,Privada,N,N,N,Centro Universitário,000000002927408,Salvador,BA,Ativa
990,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE CONGONHAS,FAFIC,Privada,N,N,N,Faculdade,000000003118007,Congonhas,MG,Extinta
1082,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",IFRN,Pública,N,N,N,"Instituto Federal de Educação, Ciência e Tecnologia",000000002408102,Natal,RN,Ativa
450,Centro Universitário São Lucas Ji-Paraná,UniSL,Privada,N,S,N,Centro Universitário,000000001100122,Ji-Paraná,RO,Ativa
21898,FACULDADE MAURÍCIO DE NASSAU DE BLUMENAU,FMN BLUMENAU,Privada,N,N,N,Faculdade,000000004202404,Blumenau,SC,Extinta
3411,FACULDADE DE JANDIRA,null,Privada,N,N,N,Faculdade,000000003525003,Jandira,SP,Extinta
22184,Faculdade de Ciências Jurídicas de Rio Verde,,Privada,N,N,N,Faculdade,000000005218805,Rio Verde,GO,Extinta
3332,FACULDADE DE TECNOLOGIA SENAC RIO,FATEC,Privada,N,N,N,Faculdade,000000003304557,Rio de Janeiro,RJ,Ativa
18979,Faculdade Multivix Vila Velha,MULTIVIX VILA V,Privada,N,N,N,Faculdade,000000003205200,Vila Velha,ES,Ativa
14261,Faculdade Presidente Antônio Carlos de Conselheiro Pena,,Privada,N,N,N,Faculdade,000000003118403,Conselheiro Pena,MG,Extinta
22326,Faculdade Brasília,FBr,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Ativa
17763,Faculdade SENAI da Paraíba,,Privada,N,N,N,Faculdade,000000002507507,João Pessoa,PB,Ativa
22116,Faculdade de Miguel Pereira,FAMIPE,Privada,N,N,N,Faculdade,000000003302908,Miguel Pereira,RJ,Ativa
17674,Faculdade de Educação de São Mateus,,Privada,N,N,N,Faculdade,000000002111508,São Mateus do Maranhão,MA,Ativa
24160,Instituto de Ensino Superior Agostiniano CASA GAIA,,Privada,N,N,N,Faculdade,000000003118601,Contagem,MG,Ativa
3682,INSTITUTO SUPERIOR DE EDUCAÇÃO DO MUNICÍPIO DE ITAPERUNA,ISEMI,Pública,N,N,N,Faculdade,000000003302205,Itaperuna,RJ,Ativa
22264,Faculdade do Vale do Jaguaribe Mossoró,FVJ Mossoró,Privada,N,N,N,Faculdade,000000002408003,Mossoró,RN,Ativa
11289,ESCOLA SUPERIOR NACIONAL DE SEGUROS DE SÃO PAULO,ESNS-SP,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
3160,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS",IFAL,Pública,N,N,N,"Instituto Federal de Educação, Ciência e Tecnologia",000000002704302,Maceió,AL,Ativa
4766,Centro Universitário UNA de Contagem,null,Privada,N,N,N,Centro Universitário,000000003118601,Contagem,MG,Ativa
